"drivers_id";"driver_type";"primary_site";"cancer_type";"method"
409;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
410;"cancer";"breast";"breast_cancer";"Paper-specific"
411;"cancer";"small_intestine";"duodenal_adenocarcinoma";"MutSig"
412;"cancer";"breast";"breast_cancer";"Recurrence-based, Literature-based"
413;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
414;"cancer";"prostate";"prostate_cancer";"MutSig"
415;"cancer";"brain";"pan-glioma";"MutSig"
416;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
417;"cancer";"brain";"glioblastoma";"Paper-specific"
418;"cancer";"blood";"cutaneous_T_cell_lymphoma";"MuSiC"
419;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
420;"cancer";"blood";"multiple_myeloma";"Recurrence-based"
421;"cancer";"multiple";"";"-"
422;"cancer";"brain";"glioblastoma";"InVEx, MutSig"
423;"cancer";"hepatobiliary";"cholangiocarcinoma";"MutSig"
424;"cancer";"ovary";"granulosa tumours of the ovary";"MuSiC"
425;"cancer";"brain";"low_grade_glioma";"MutSig"
426;"cancer";"esophagus";"esophageal_adenocarcinoma";"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D"
427;"cancer";"brain";"pan-glioma";"MutSig"
428;"cancer";"multiple";"";"-"
429;"cancer";"brain";"astrocytoma";"Recurrence-based"
430;"cancer";"colorectal";"colorectal_adenocarcinoma";"MutSig"
431;"cancer";"thyroid";"hurthle_cell_carcinoma";"MutSig2CV, Recurrence-based, Literature-based"
432;"cancer";"multiple";"pan-cancer_paediatric";"MuSiC"
433;"cancer";"multiple";"";"-"
434;"cancer";"skin";"melanoma";"MutSigCV, OncodriveFML"
435;"cancer";"peripheral_nervous_system";"neuroblastoma";"Recurrence-based"
436;"cancer";"skin";"melanoma";"InVEx"
437;"cancer";"lung";"lung_adenocarcinoma";"InVEx"
438;"cancer";"brain";"astrocytoma";"MuSiC"
439;"cancer";"hepatobiliary";"cholangiocarcinoma";"MutSigCV, IntOGen"
440;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
441;"cancer";"lung";"lung_adenocarcinoma";"InVEx"
442;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
443;"cancer";"ovary";"ovarian_cancer";"Wood-based"
444;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
445;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
446;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
447;"cancer";"skin";"melanoma";"MuSiC"
448;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
449;"cancer";"multiple";"pan-cancer_paediatric";"MuSiC"
450;"cancer";"skin";"melanoma";"MutSig"
451;"cancer";"pancreas";"pancreatic_neuroendocrine_tumours";"Recurrence-based"
452;"cancer";"multiple";"";"-"
453;"cancer";"thyroid";"anaplastic_thyroid_carcinoma";"Recurrence-based, Literature-based"
454;"cancer";"brain";"low_grade_glioma";"Recurrence-based"
455;"cancer";"blood";"chronic_lymphocytic_leukemia";"MutSig"
456;"cancer";"multiple";"pan-cancer_adult";"MutSig"
457;"cancer";"multiple";"pan-cancer_adult";"HOTNET2"
458;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
459;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
460;"cancer";"colorectal";"colorectal_adenocarcinoma";"Recurrence-based"
461;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
462;"cancer";"pan-gynecological and breast";"pan-gynecological and breast";"MutSigCV, 20/20"
463;"cancer";"lung";"non-small_cell_lung_cancer";"Recurrence-based"
464;"cancer";"bone";"osteosarcoma";"Recurrence-based, IntOGen"
465;"cancer";"thyroid";"hurthle_cell_carcinoma";"MutSig2CV, Recurrence-based, Literature-based"
466;"cancer";"ovary";"ovarian_cancer";"MutSig, MuSiC"
467;"cancer";"pan-gastric";"pan-gastric";"MutSig2CV"
468;"cancer";"prostate";"prostate_cancer";"Recurrence-based"
469;"cancer";"stomach";"mucinous_gastric_cancer";"Recurrence-based"
470;"cancer";"peripheral_nervous_system";"neuroblastoma";"Paper-specific"
471;"cancer";"multiple";"";"-"
472;"cancer";"multiple";"pan-cancer_paediatric";"GRIN, MutSig"
473;"cancer";"breast";"breast_cancer";"SeqSig"
474;"cancer";"pan-gastric";"pan-gastric";"MutSig2CV"
475;"cancer";"penis";"penile_squamous_cancer";"IntOGen, Literature-based"
476;"cancer";"blood";"acute_myeloid_leukemia";"Recurrence-based"
477;"cancer";"blood";"multiple_myeloma";"dNdScv"
478;"cancer";"multiple";"";"-"
479;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based"
480;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
481;"cancer";"lung";"non-small_cell_lung_cancer";"Literature-based, Paper-specific"
482;"cancer";"skin";"mucosal_melanoma";"OncodriveFM, OncodriveClust, OncodriveFML, MuSiC2, 20/20+, dNdScv, MutSigCV, Literature-based"
483;"cancer";"skin";"mucosal_melanoma";"Recurrence-based"
484;"cancer";"breast";"breast_cancer";"SeqSig"
485;"cancer";"breast";"breast_cancer";"Paper-specific"
486;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
487;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
488;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
489;"cancer";"skin";"melanoma";"Recurrence-based"
490;"cancer";"brain";"glioblastoma";"InVEx, MutSig"
491;"cancer";"thyroid";"papillary_thyroid_cancer";"MutSig"
492;"cancer";"skin";"mucosal_melanoma";"OncodriveFM, OncodriveClust, OncodriveFML, MuSiC2, 20/20+, dNdScv, MutSigCV, Literature-based"
493;"cancer";"pancreas";"pancreatic_cancer_(all_histologies)";"HOTNET2, OncodriveFM, MutSig"
494;"cancer";"blood";"chronic_lymphocytic_leukemia";"Recurrence-based"
495;"cancer";"skin";"mucosal_melanoma";"OncodriveFM, OncodriveClust, OncodriveFML, MuSiC2, 20/20+, dNdScv, MutSigCV, Literature-based"
496;"cancer";"multiple";"pan-cancer_adult";"MutSig"
497;"cancer";"pan-gastric";"pan-gastric";"MutSig2CV"
498;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"
499;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
500;"cancer";"multiple";"";"-"
501;"cancer";"breast";"breast_cancer";"Paper-specific"
502;"cancer";"prostate";"prostate_cancer";"MutSig"
503;"cancer";"blood";"myeloproliferative_neoplasm";"Recurrence-based"
504;"cancer";"breast";"breast_cancer";"Paper-specific"
505;"cancer";"multiple";"";""
506;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
507;"cancer";"skin";"desmoplastic_melanoma";"Recurrence-based, Literature-based"
508;"cancer";"blood";"myeloproliferative_neoplasm";"Paper-specific"
509;"cancer";"thyroid";"papillary_thyroid_cancer";"Recurrence-based"
510;"cancer";"skin";"melanoma";"OncodriveFML"
511;"cancer";"ovary";"ovarian_serous_carcinoma";"MutSig, IntOGen"
512;"cancer";"head_and_neck";"ameloblastoma";"Recurrence-based"
513;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
514;"cancer";"breast";"breast_cancer";"Recurrence-based"
515;"cancer";"multiple";"";"-"
516;"cancer";"adrenal_gland";"adrenocortical_carcinoma";"Recurrence-based"
517;"cancer";"multiple";"";"-"
518;"cancer";"prostate";"prostate_cancer";"MutSig"
519;"cancer";"head_and_neck";"oral_squamous_cell_carcinoma";"OncodriveFM, Youn-based"
520;"cancer";"multiple";"";""
521;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
522;"cancer";"breast";"breast_cancer";"Greenman-based"
523;"cancer";"peripheral_nervous_system";"neuroblastoma";"MutSig"
524;"cancer";"pan-gynecological and breast";"pan-gynecological and breast";"MutSigCV, 20/20"
525;"cancer";"prostate";"prostate_cancer";"MutSig"
526;"cancer";"multiple";"";""
527;"cancer";"skin";"skin_basal_cell_carcinoma";"MutSig, TumOnc"
528;"cancer";"multiple";"";"-"
529;"cancer";"brain";"glioblastoma";"Recurrence-based"
530;"cancer";"multiple";"";"-"
531;"cancer";"skin";"melanoma";"Paper-specific"
532;"cancer";"colorectal";"colorectal_adenocarcinoma";"MutSig"
533;"cancer";"brain";"paediatric_high-grade_glioma";"Recurrence-based"
534;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig"
535;"cancer";"breast";"breast_cancer";"MutSig"
536;"cancer";"small_intestine";"ampullary_adenocarcinoma";"Recurrence-based"
537;"cancer";"soft_tissue";"soft_tissue_sarcoma";"MuSiC"
538;"cancer";"breast";"breast_cancer";"Recurrence-based, Literature-based"
539;"cancer";"multiple";"";"-"
540;"cancer";"lung";"lung_adenocarcinoma";"Literature-based"
541;"cancer";"blood";"acute_lymphoblastic_leukemia";"Recurrence-based"
542;"cancer";"multiple";"pan-cancer_adult";"MutSig"
543;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
544;"cancer";"multiple";"";"-"
545;"cancer";"brain";"paediatric_low_grade_glioma";"MuSiC, Paper-specific"
546;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
547;"cancer";"skin";"melanoma";"MutSig"
548;"cancer";"breast";"breast_cancer";"Paper-specific"
549;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
550;"cancer";"brain";"glioblastoma";"MutComFocal"
551;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"
552;"cancer";"prostate";"prostate_cancer";"Recurrence-based"
553;"cancer";"brain";"paediatric_high-grade_glioma";"Recurrence-based"
554;"cancer";"bladder";"bladder_cancer";"MutSig"
555;"cancer";"ovary";"ovarian_cancer";"MutSig, MuSiC"
556;"cancer";"brain";"craniopharyngioma";"MutSig"
557;"cancer";"brain";"paediatric_low_grade_glioma";"MuSiC, Paper-specific"
558;"cancer";"multiple";"";""
559;"cancer";"prostate";"prostate_cancer";"Recurrence-based"
560;"cancer";"breast";"breast_cancer";"Greenman-based"
561;"cancer";"hepatobiliary";"cholangiocarcinoma";"MutSig"
562;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig"
563;"cancer";"brain";"glioma";"Recurrence-based"
564;"cancer";"multiple";"";"-"
565;"cancer";"lung";"lung_cancer_(all_histologies)";"MutSig"
566;"cancer";"cervix";"cervical_cancer_(all_histologies)";"MutSig"
567;"cancer";"stomach";"gastric_adenocarcinoma";"Recurrence-based"
568;"cancer";"colorectal";"colorectal_adenocarcinoma";"MutSig"
569;"cancer";"multiple";"";"-"
570;"cancer";"hepatobiliary";"cholangiocarcinoma";"MutSigCV, IntOGen"
571;"cancer";"lung";"lung_adenocarcinoma";"Literature-based"
572;"cancer";"brain";"glioblastoma";"InVEx, MutSig"
573;"cancer";"bladder";"bladder_cancer";"Recurrence-based"
574;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
575;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
576;"cancer";"lung";"lung_adenocarcinoma";"MutSig"
577;"cancer";"breast";"breast_cancer";"Recurrence-based, Literature-based"
578;"cancer";"bone";"osteosarcoma";"Recurrence-based, IntOGen"
579;"cancer";"multiple";"pan-cancer_adult";"MutSig"
580;"cancer";"multiple";"";"-"
581;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
582;"cancer";"breast";"breast_cancer";"Paper-specific"
583;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
584;"cancer";"ovary";"ovarian_serous_carcinoma";"MutSig, IntOGen"
585;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
586;"cancer";"pan-gynecological and breast";"pan-gynecological and breast";"MutSigCV, 20/20"
587;"cancer";"pan-gynecological and breast";"pan-gynecological and breast";"MutSigCV, 20/20"
588;"cancer";"breast";"breast_cancer";"MuSiC"
589;"cancer";"breast";"breast_cancer";"Recurrence-based"
590;"cancer";"blood";"acute_myeloid_leukemia";"MuSiC"
591;"cancer";"prostate";"prostate_cancer";"MutSig"
592;"cancer";"skin";"melanoma";"InVEx, MutSig"
593;"cancer";"breast";"breast_cancer";"MutSig"
594;"cancer";"stomach";"mucinous_gastric_cancer";"Recurrence-based"
595;"cancer";"blood";"dlblc, follicular_lymphoma";"Paper-specific"
596;"cancer";"thyroid";"papillary_thyroid_cancer";"MutSig"
597;"cancer";"multiple";"";"-"
598;"cancer";"esophagus";"esophageal_adenocarcinoma";"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D"
599;"cancer";"blood";"acute_myeloid_leukemia";"Recurrence-based"
600;"cancer";"multiple";"";"-"
601;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
602;"cancer";"breast";"breast_cancer";"Greenman-based"
603;"cancer";"multiple";"pan-cancer_adult";"MutSig"
604;"cancer";"multiple";"pan-cancer_adult";"HOTNET2"
605;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"MutSig"
606;"cancer";"blood";"T-cell_leukemia/lymphoma";"MutSig"
607;"cancer";"multiple";"pan-cancer_paediatric";"GRIN, MutSig"
608;"cancer";"blood";"acute_promyelocytic_leukemia";"Recurrence-based"
609;"cancer";"brain";"intracranial_germ_cell";"Recurrence-based"
610;"cancer";"multiple";"pan-cancer_adult";"MutSig"
611;"cancer";"multiple";"";"-"
612;"cancer";"multiple";"pan-cancer_adult";"HOTNET2"
613;"cancer";"breast";"triple_negative_breast_cancer";"Recurrence-based, Paper-specific"
614;"cancer";"blood";"chronic_myelomonocytic_leukemia";"Recurrence-based"
615;"cancer";"pan-gastric";"pan-gastric";"MutSig2CV"
616;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Recurrence-based"
617;"cancer";"multiple";"";"-"
618;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
619;"cancer";"breast";"triple_negative_breast_cancer";"Recurrence-based, Paper-specific"
620;"cancer";"blood";"chronic_myelomonocytic_leukemia";"DrGap"
621;"cancer";"blood";"T-cell_leukemia/lymphoma";"MutSig"
622;"cancer";"breast";"breast_cancer";"Paper-specific"
623;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
624;"cancer";"breast";"breast_cancer";"Recurrence-based, Literature-based"
625;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
626;"cancer";"blood";"non-Hodgkin_lymphoma";"Greenman-based"
627;"cancer";"lung";"lung_cancer_(all_histologies)";"Wood-based"
628;"cancer";"breast";"breast_cancer";"Paper-specific"
629;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
630;"cancer";"multiple";"";"-"
631;"cancer";"breast";"breast_cancer";"Recurrence-based"
632;"cancer";"multiple";"";"-"
633;"cancer";"multiple";"pan-cancer_paediatric";"GRIN, MutSig"
634;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
635;"cancer";"brain";"paediatric_high-grade_glioma";"Recurrence-based"
636;"cancer";"multiple";"";""
637;"cancer";"breast";"breast_cancer";"MuSiC"
638;"cancer";"breast";"breast_cancer";"MuSiC"
639;"cancer";"blood";"juvenile_myelomonocytic_leukemia";"Paper-specific, Literature-based"
640;"cancer";"bladder";"bladder_cancer";"MutSig"
641;"cancer";"multiple";"";"-"
642;"cancer";"multiple";"pan-cancer_paediatric";"MuSiC"
643;"cancer";"bladder";"bladder_cancer";"MutSig"
644;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
645;"cancer";"breast";"breast_cancer";"MutSig"
646;"cancer";"blood";"burkitt lymphoma";"IntOGen"
647;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
648;"cancer";"breast";"breast_fibroepithelial_tumours";"Recurrence-based"
649;"cancer";"multiple";"pan-cancer_paediatric";"GRIN, MutSig"
650;"cancer";"blood";"multiple_myeloma";"dNdScv"
651;"cancer";"blood";"chronic_myeloid_leukemia";"Recurrence-based, Literature-based"
652;"cancer";"blood";"non-Hodgkin_lymphoma";"Greenman-based"
653;"cancer";"hepatobiliary";"biliary_tract_cancer";"MutSig"
654;"cancer";"breast";"breast_cancer";"Paper-specific"
655;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
656;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
657;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
658;"cancer";"multiple";"";"-"
659;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
660;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"Paper-specific"
661;"cancer";"breast";"triple_negative_breast_cancer";"Recurrence-based, Paper-specific"
662;"cancer";"brain";"paediatric_high-grade_glioma";"Recurrence-based"
663;"cancer";"blood";"acute_myeloid_leukemia";"Recurrence-based"
664;"cancer";"blood";"acute_monocytic_leukemia";"Recurrence-based"
665;"cancer";"multiple";"";"-"
666;"cancer";"breast";"breast_cancer";"Paper-specific"
667;"cancer";"multiple";"pan-cancer_adult";"HOTNET2"
668;"cancer";"blood";"peripheral_T-cell_lymphoma";"Recurrence-based"
669;"cancer";"breast";"breast_cancer";"Recurrence-based, Literature-based"
670;"cancer";"hepatobiliary";"biliary_tract_cancer";"MutSig"
671;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"Paper-specific"
672;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
673;"cancer";"blood";"myelodysplasia";"Recurrence-based"
674;"cancer";"breast";"breast_cancer";"Paper-specific"
675;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
676;"cancer";"breast";"triple_negative_breast_cancer";"Recurrence-based, Paper-specific"
677;"cancer";"breast";"breast_cancer";"Recurrence-based"
678;"cancer";"esophagus";"esophageal_adenocarcinoma";"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D"
679;"cancer";"blood";"acute_lymphoblastic_leukemia";"Recurrence-based"
680;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
681;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"
682;"cancer";"multiple";"";"-"
683;"cancer";"multiple";"";"-"
684;"cancer";"lung";"non-small_cell_lung_cancer";"Literature-based, Paper-specific"
685;"cancer";"lung";"lung_cancer_(all_histologies)";"Wood-based"
686;"cancer";"multiple";"pan-cancer_adult";"MutSig"
687;"cancer";"multiple";"pan-cancer_adult";"HOTNET2"
688;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based"
689;"cancer";"bladder";"bladder_cancer";"MutSig"
690;"cancer";"pan-gynecological and breast";"pan-gynecological and breast";"MutSigCV, 20/20"
691;"cancer";"lung";"lung_cancer_(all_histologies)";"Wood-based"
692;"cancer";"blood";"cutaneous_T_cell_lymphoma";"MuSiC"
693;"cancer";"bladder";"bladder_cancer";"Recurrence-based"
694;"cancer";"lung";"small_cell_lung_cancer";"Wood-based"
695;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
696;"cancer";"multiple";"";"-"
697;"cancer";"colorectal";"colorectal_adenocarcinoma";"MutSig"
698;"cancer";"blood";"T-cell_leukemia/lymphoma";"MutSig"
699;"cancer";"blood";"cutaneous_T_cell_lymphoma";"Recurrence-based"
700;"cancer";"blood";"T-cell_leukemia/lymphoma";"MutSig"
701;"cancer";"multiple";"";"-"
702;"cancer";"blood";"angioimmunoblastic_T-cell_lymphoma";"Recurrence-based"
703;"cancer";"blood";"chronic_myelomonocytic_leukemia";"Recurrence-based"
704;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
705;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
706;"cancer";"hepatobiliary";"hepatocellular_carcinoma, cholangiocarcinoma";"Literature-based"
707;"cancer";"pan-gastric";"pan-gastric";"MutSig2CV"
708;"cancer";"breast";"breast_cancer";"MutSig"
709;"cancer";"skin";"melanoma";"Paper-specific"
710;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"Paper-specific"
711;"cancer";"blood";"chronic_lymphocytic_leukemia";"Recurrence-based"
712;"cancer";"multiple";"pan-cancer_paediatric";"GRIN, MutSig"
713;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MuSiC"
714;"cancer";"breast";"breast_cancer";"MuSiC"
715;"cancer";"skin";"desmoplastic_melanoma";"Recurrence-based, Literature-based"
716;"cancer";"blood";"T-cell_leukemia/lymphoma";"MutSig"
717;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
718;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
719;"cancer";"breast";"breast_cancer";"MutSig"
720;"cancer";"blood";"non-Hodgkin_lymphoma";"Greenman-based"
721;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
722;"cancer";"blood";"peripheral_T-cell_lymphoma";"Recurrence-based"
723;"cancer";"multiple";"";"-"
724;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"Paper-specific"
725;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
726;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
727;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"
