"entrez";"symbol";"pubmed_id";"type";"organ_system";"primary_site";"cancer_type";"method";"coding_status";"cgc_annotation";"vogelstein_annotation";"saito_annotation";"NCG_oncogene";"NCG_tsg";"driver_type";"drivers_id"
367;"AR";22981675;"Gene Panel";"Urologic";"prostate";"prostate_cancer";"Recurrence-based";"coding";"oncogene";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";159
367;"AR";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";160
367;"AR";22722839;"WES";"Urologic";"prostate";"prostate_cancer";"Paper-specific";"coding";"oncogene";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";161
367;"AR";24132290;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MuSiC";"coding";"oncogene";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";162
367;"AR";30132154;"WES";"Core gastrointestinal";"stomach";"gastric_cancer";"Recurrence-based";"coding";"oncogene";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";163
367;"AR";26000489;"WES";"Urologic";"prostate";"prostate_cancer";"MutSig";"coding";"oncogene";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";164
367;"AR";32494066;"Canonical Cancer Driver";"Multiple";"multiple";"";"";"";"oncogene";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";165
367;"AR";23539594;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";166
369;"ARAF";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"oncogene";"";"Oncogene";"1.0";"0.0";"cancer";167
208;"AKT2";27135926;"WGS";"Gynecologic";"breast";"breast_cancer";"Paper-specific";"coding";"oncogene";"";"Oncogene";"1.0";"0.0";"cancer";168
208;"AKT2";32494066;"Canonical Cancer Driver";"Multiple";"multiple";"";"";"";"oncogene";"";"Oncogene";"1.0";"0.0";"cancer";169
208;"AKT2";22722201;"WES";"Gynecologic";"breast";"breast_cancer";"Greenman-based";"coding";"oncogene";"";"Oncogene";"1.0";"0.0";"cancer";170
208;"AKT2";26099045;"WGS";"Gynecologic";"breast";"breast_cancer";"Recurrence-based, Literature-based";"coding";"oncogene";"";"Oncogene";"1.0";"0.0";"cancer";171
213;"ALB";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"";"";"";"";"";"cancer";172
213;"ALB";28297679;"WES";"Developmental gastrointestinal";"hepatobiliary";"cholangiocarcinoma";"MutSig";"coding";"";"";"";"";"";"cancer";173
213;"ALB";22634756;"WGS";"Developmental gastrointestinal";"hepatobiliary";"hepatocellular_carcinoma";"Paper-specific";"coding";"";"";"";"";"";"cancer";174
213;"ALB";27064257;"WGS";"Developmental gastrointestinal";"hepatobiliary";"hepatocellular_carcinoma, cholangiocarcinoma";"Literature-based";"coding";"";"";"";"";"";"cancer";175
213;"ALB";27064257;"WGS";"Developmental gastrointestinal";"hepatobiliary";"hepatocellular_carcinoma, cholangiocarcinoma";"Literature-based";"coding";"";"";"";"";"";"cancer";176
472;"ATM";27158780;"WES";"Thoracic";"lung";"lung_cancer_(all_histologies)";"MutSig";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";177
472;"ATM";28256603;"WES plus targeted deep resequencing";"Head and neck";"head_and_neck";"nasopharyngeal_carcinoma";"Literature-based, Paper-specific";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";178
369;"ARAF";28297679;"WES";"Developmental gastrointestinal";"hepatobiliary";"cholangiocarcinoma";"MutSig";"coding";"oncogene";"";"Oncogene";"1.0";"0.0";"cancer";179
472;"ATM";18948947;"Gene Panel";"Thoracic";"lung";"lung_adenocarcinoma";"MuSiC";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";180
213;"ALB";29354286;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncDriver";"noncoding";"";"";"";"";"";"cancer";181
369;"ARAF";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene";"";"Oncogene";"1.0";"0.0";"cancer";182
93;"ACVR2B";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"";"";"";"";"";"cancer";183
472;"ATM";28297679;"WES";"Developmental gastrointestinal";"hepatobiliary";"cholangiocarcinoma";"MutSig";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";184
369;"ARAF";32494066;"Canonical Cancer Driver";"Multiple";"multiple";"";"";"";"oncogene";"";"Oncogene";"1.0";"0.0";"cancer";185
213;"ALB";32025015;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver";"noncoding";"";"";"";"";"";"cancer";186
472;"ATM";22634756;"WGS";"Developmental gastrointestinal";"hepatobiliary";"hepatocellular_carcinoma";"Paper-specific";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";187
373;"TRIM23";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"";"";"";"";"";"cancer";188
213;"ALB";32025015;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver";"coding";"";"";"";"";"";"cancer";189
213;"ALB";25822088;"WES";"Developmental gastrointestinal";"hepatobiliary";"hepatocellular_carcinoma";"MutSig";"coding";"";"";"";"";"";"cancer";190
213;"ALB";32024818;"WGS";"Multiple";"multiple";"pan-cancer_adult";"DriverPower";"noncoding";"";"";"";"";"";"cancer";191
374;"AREG";25501392;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"HOTNET2";"coding";"";"";"";"";"";"cancer";192
472;"ATM";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";193
472;"ATM";24487277;"WES";"Urologic";"kidney";"clear_cell_renal_cancer";"Literature-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";194
472;"ATM";26804919;"WES";"Core gastrointestinal";"small_intestine";"ampullary_adenocarcinoma";"MutSig";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";195
213;"ALB";28622513;"WES";"Developmental gastrointestinal";"hepatobiliary";"hepatocellular_carcinoma";"MutSig, Recurrence-based";"coding";"";"";"";"";"";"cancer";196
387;"RHOA";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"oncogene, TSG";"";"Oncogene";"1.0";"0.0";"cancer";197
577;"ADGRB3";22484628;"WES";"Core gastrointestinal";"stomach";"gastric_adenocarcinoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";198
215;"ABCD1";26824661;"WGS-WES";"Soft tissue";"brain";"pan-glioma";"MutSig";"coding";"";"";"";"";"";"cancer";199
387;"RHOA";24476821;"WES";"Urologic";"bladder";"bladder_cancer";"MutSig";"coding";"oncogene, TSG";"";"Oncogene";"1.0";"0.0";"cancer";200
577;"ADGRB3";23583981;"WGS-WES";"Soft tissue";"brain";"paediatric_low_grade_glioma";"MuSiC, Paper-specific";"coding";"";"";"";"";"";"cancer";201
472;"ATM";30107175;"WES";"Endocrine";"thyroid";"hurthle_cell_carcinoma";"MutSig2CV, Recurrence-based, Literature-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";202
387;"RHOA";25079317;"WES";"Core gastrointestinal";"stomach";"gastric_adenocarcinoma";"MutSig";"coding";"oncogene, TSG";"";"Oncogene";"1.0";"0.0";"cancer";203
580;"BARD1";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"";"";"0.0";"1.0";"cancer";204
387;"RHOA";28522256;"WES";"Core gastrointestinal";"stomach";"diffuse_gastric_adenocarcinoma";"MutSig";"coding";"oncogene, TSG";"";"Oncogene";"1.0";"0.0";"cancer";205
226;"ALDOA";28658208;"WES";"Gynecologic";"breast";"breast_cancer";"MutSigNC";"noncoding";"";"";"";"";"";"cancer";206
238;"ALK";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";207
472;"ATM";24121792;"WES";"Urologic";"bladder";"bladder_cancer";"Wood-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";208
472;"ATM";22980975;"WES";"Thoracic";"lung";"lung_adenocarcinoma";"InVEx";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";209
581;"BAX";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"";"";"0.0";"1.0";"cancer";210
472;"ATM";29945994;"WES";"Core gastrointestinal";"stomach";"gastric_adenocarcinoma";"Recurrence-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";211
581;"BAX";32025015;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver";"coding";"TSG";"";"";"0.0";"1.0";"cancer";212
238;"ALK";26121087;"WGS";"Soft tissue";"peripheral_nervous_system";"neuroblastoma";"Paper-specific";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";213
472;"ATM";27687306;"WES";"Thoracic";"lung";"lung_adenocarcinoma";"InVEx";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";214
595;"CCND1";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"oncogene, fusion";"";"Oncogene";"1.0";"0.0";"cancer";215
238;"ALK";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";216
595;"CCND1";29622464;"WES";"Gynecologic";"pan-gynecological and breast";"pan-gynecological and breast";"MutSigCV, 20/20";"coding";"oncogene, fusion";"";"Oncogene";"1.0";"0.0";"cancer";217
387;"RHOA";26192916;"WGS-WES";"Hematologic and lymphatic";"blood";"cutaneous_T_cell_lymphoma";"MuSiC";"coding";"oncogene, TSG";"";"Oncogene";"1.0";"0.0";"cancer";218
238;"ALK";29489754;"Pan-cancer";"Multiple";"multiple";"pan-cancer_paediatric";"MuSiC";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";219
595;"CCND1";23636398;"WES";"Gynecologic";"uterus";"endometrial_cancer";"MuSiC";"coding";"oncogene, fusion";"";"Oncogene";"1.0";"0.0";"cancer";220
472;"ATM";24132290;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MuSiC";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";221
387;"RHOA";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene, TSG";"";"Oncogene";"1.0";"0.0";"cancer";222
387;"RHOA";29489754;"Pan-cancer";"Multiple";"multiple";"pan-cancer_paediatric";"MuSiC";"coding";"oncogene, TSG";"";"Oncogene";"1.0";"0.0";"cancer";223
595;"CCND1";21430775;"WGS-WES";"Hematologic and lymphatic";"blood";"multiple_myeloma";"MutSig";"coding";"oncogene, fusion";"";"Oncogene";"1.0";"0.0";"cancer";224
387;"RHOA";29354286;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncDriver";"coding";"oncogene, TSG";"";"Oncogene";"1.0";"0.0";"cancer";225
472;"ATM";26632267;"WES-Gene Panel";"Soft tissue";"bone";"osteosarcoma";"Recurrence-based, IntOGen";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";226
595;"CCND1";28297679;"WES";"Developmental gastrointestinal";"hepatobiliary";"cholangiocarcinoma";"MutSig";"coding";"oncogene, fusion";"";"Oncogene";"1.0";"0.0";"cancer";227
387;"RHOA";24816255;"WES";"Core gastrointestinal";"stomach";"diffuse_gastric_adenocarcinoma";"Recurrence-based";"coding";"oncogene, TSG";"";"Oncogene";"1.0";"0.0";"cancer";228
238;"ALK";27009842;"WES";"Soft tissue";"peripheral_nervous_system";"neuroblastoma";"Paper-specific";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";229
595;"CCND1";27064257;"WGS";"Developmental gastrointestinal";"hepatobiliary";"hepatocellular_carcinoma, cholangiocarcinoma";"Literature-based";"coding";"oncogene, fusion";"";"Oncogene";"1.0";"0.0";"cancer";230
472;"ATM";23415222;"WES";"Hematologic and lymphatic";"blood";"chronic_lymphocytic_leukemia";"MutSig";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";231
238;"ALK";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";232
472;"ATM";26466571;"WES";"Hematologic and lymphatic";"blood";"chronic_lymphocytic_leukemia";"MutSig";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";233
472;"ATM";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";234
238;"ALK";29489755;"Pan-cancer";"Multiple";"multiple";"pan-cancer_paediatric";"GRIN, MutSig";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";235
387;"RHOA";26437031;"WGS-WES-Gene Panel";"Hematologic and lymphatic";"blood";"T-cell_leukemia/lymphoma";"MutSig";"coding";"oncogene, TSG";"";"Oncogene";"1.0";"0.0";"cancer";236
595;"CCND1";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene, fusion";"";"Oncogene";"1.0";"0.0";"cancer";237
238;"ALK";24974848;"WES";"Hematologic and lymphatic";"thymus";"thymic_carcinoma";"Recurrence-based";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";238
595;"CCND1";27348297;"WES";"Gynecologic";"uterus";"endometrial_cancer";"MutSig";"coding";"oncogene, fusion";"";"Oncogene";"1.0";"0.0";"cancer";239
238;"ALK";23334666;"WES";"Soft tissue";"peripheral_nervous_system";"neuroblastoma";"MutSig";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";240
387;"RHOA";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"oncogene, TSG";"";"Oncogene";"1.0";"0.0";"cancer";241
595;"CCND1";24132290;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MuSiC";"coding";"oncogene, fusion";"";"Oncogene";"1.0";"0.0";"cancer";242
472;"ATM";25501392;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"HOTNET2";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";243
387;"RHOA";29622466;"WES";"Core gastrointestinal";"pan-gastric";"pan-gastric";"MutSig2CV";"coding";"oncogene, TSG";"";"Oncogene";"1.0";"0.0";"cancer";244
595;"CCND1";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"oncogene, fusion";"";"Oncogene";"1.0";"0.0";"cancer";245
387;"RHOA";30926794;"WGS";"Hematologic and lymphatic";"blood";"burkitt lymphoma";"IntOGen";"coding";"oncogene, TSG";"";"Oncogene";"1.0";"0.0";"cancer";246
472;"ATM";22327622;"Gene Panel";"Core gastrointestinal";"colorectal";"colorectal_adenocarcinoma";"Recurrence-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";247
238;"ALK";32494066;"Canonical Cancer Driver";"Multiple";"multiple";"";"";"";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";248
595;"CCND1";25501392;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"HOTNET2";"coding";"oncogene, fusion";"";"Oncogene";"1.0";"0.0";"cancer";249
595;"CCND1";28098136;"WGS-WES";"Head and neck";"head_and_neck";"nasopharyngeal_carcinoma";"MutSig";"coding";"oncogene, fusion";"";"Oncogene";"1.0";"0.0";"cancer";250
595;"CCND1";31444325;"WGS-WES";"Hematologic and lymphatic";"blood";"multiple_myeloma";"dNdScv";"coding";"oncogene, fusion";"";"Oncogene";"1.0";"0.0";"cancer";251
238;"ALK";23202128;"WES";"Soft tissue";"peripheral_nervous_system";"neuroblastoma";"Recurrence-based";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";252
387;"RHOA";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"oncogene, TSG";"";"Oncogene";"1.0";"0.0";"cancer";253
595;"CCND1";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"oncogene, fusion";"";"Oncogene";"1.0";"0.0";"cancer";254
238;"ALK";23539594;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";255
595;"CCND1";26258846;"WES";"Developmental gastrointestinal";"hepatobiliary";"biliary_tract_cancer";"MutSig";"coding";"oncogene, fusion";"";"Oncogene";"1.0";"0.0";"cancer";256
238;"ALK";26939876;"Gene Panel";"Gynecologic";"breast";"triple_negative_breast_cancer";"Recurrence-based, Paper-specific";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";257
472;"ATM";22327622;"Gene Panel";"Thoracic";"lung";"non-small_cell_lung_cancer";"Recurrence-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";258
238;"ALK";24755198;"WES-Gene Panel";"Skin";"skin";"melanoma";"Recurrence-based";"coding";"oncogene, fusion";"Oncogene";"Oncogene";"1.0";"0.0";"cancer";259
472;"ATM";29622466;"WES";"Core gastrointestinal";"pan-gastric";"pan-gastric";"MutSig2CV";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";260
595;"CCND1";27135926;"WGS";"Gynecologic";"breast";"breast_cancer";"Paper-specific";"coding";"oncogene, fusion";"";"Oncogene";"1.0";"0.0";"cancer";261
472;"ATM";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";262
595;"CCND1";28352668;"WES-Gene Panel";"Endocrine";"parathyroid_gland";"parathyroid_carcinoma";"Recurrence-based, Literature-based";"coding";"oncogene, fusion";"";"Oncogene";"1.0";"0.0";"cancer";263
387;"RHOA";26574607;"WGS";"Hematologic and lymphatic";"blood";"T-cell_leukemia/lymphoma";"Recurrence-based";"coding";"oncogene, TSG";"";"Oncogene";"1.0";"0.0";"cancer";264
239;"ALOX12";21430775;"WGS-WES";"Hematologic and lymphatic";"blood";"multiple_myeloma";"MutSig";"coding";"";"";"";"";"";"cancer";265
595;"CCND1";26000489;"WES";"Urologic";"prostate";"prostate_cancer";"MutSig";"coding";"oncogene, fusion";"";"Oncogene";"1.0";"0.0";"cancer";266
595;"CCND1";32494066;"Canonical Cancer Driver";"Multiple";"multiple";"";"";"";"oncogene, fusion";"";"Oncogene";"1.0";"0.0";"cancer";267
595;"CCND1";25362482;"WES";"Developmental gastrointestinal";"hepatobiliary";"hepatocellular_carcinoma";"MutSig";"coding";"oncogene, fusion";"";"Oncogene";"1.0";"0.0";"cancer";268
595;"CCND1";24705251;"WGS-WES";"Soft tissue";"brain";"paediatric_high-grade_glioma";"Recurrence-based";"coding";"oncogene, fusion";"";"Oncogene";"1.0";"0.0";"cancer";269
242;"ALOX12B";28362259;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncdDetect";"noncoding";"";"";"";"";"";"cancer";270
472;"ATM";27135926;"WGS";"Gynecologic";"breast";"breast_cancer";"Paper-specific";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";271
387;"RHOA";27135926;"WGS";"Gynecologic";"breast";"breast_cancer";"Paper-specific";"coding";"oncogene, TSG";"";"Oncogene";"1.0";"0.0";"cancer";272
595;"CCND1";26099045;"WGS";"Gynecologic";"breast";"breast_cancer";"Recurrence-based, Literature-based";"coding";"oncogene, fusion";"";"Oncogene";"1.0";"0.0";"cancer";273
273;"AMPH";22922871;"WES";"Developmental gastrointestinal";"hepatobiliary";"hepatocellular_carcinoma";"Paper-specific";"coding";"";"";"";"";"";"cancer";274
472;"ATM";24413734;"WES";"Hematologic and lymphatic";"blood";"peripheral_T-cell_lymphoma";"Recurrence-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";275
387;"RHOA";24413734;"WES";"Hematologic and lymphatic";"blood";"peripheral_T-cell_lymphoma";"Recurrence-based";"coding";"oncogene, TSG";"";"Oncogene";"1.0";"0.0";"cancer";276
596;"BCL2";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"oncogene, fusion";"Oncogene";"";"1.0";"0.0";"cancer";277
472;"ATM";22158541;"WES";"Hematologic and lymphatic";"blood";"chronic_lymphocytic_leukemia";"Recurrence-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";278
387;"RHOA";31558468;"WGS";"Hematologic and lymphatic";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based";"coding";"oncogene, TSG";"";"Oncogene";"1.0";"0.0";"cancer";279
472;"ATM";32025015;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";280
280;"AMY2B";23636398;"WES";"Gynecologic";"uterus";"endometrial_cancer";"MuSiC";"coding";"";"";"";"";"";"cancer";281
283;"ANG";31954095;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ActiveDriverWGS";"noncoding";"";"";"";"";"";"cancer";282
596;"BCL2";30606723;"WGS";"Hematologic and lymphatic";"blood";"dlblc, follicular_lymphoma";"Paper-specific";"noncoding";"oncogene, fusion";"Oncogene";"";"1.0";"0.0";"cancer";283
387;"RHOA";31558468;"WGS";"Hematologic and lymphatic";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based";"noncoding";"oncogene, TSG";"";"Oncogene";"1.0";"0.0";"cancer";284
596;"BCL2";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene, fusion";"Oncogene";"";"1.0";"0.0";"cancer";285
387;"RHOA";23143595;"WGS-WES";"Hematologic and lymphatic";"blood";"burkitt lymphoma";"Recurrence-based";"coding";"oncogene, TSG";"";"Oncogene";"1.0";"0.0";"cancer";286
472;"ATM";28988769;"WES";"Urologic";"bladder";"bladder_cancer";"MutSig";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";287
596;"BCL2";29354286;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncDriver";"noncoding";"oncogene, fusion";"Oncogene";"";"1.0";"0.0";"cancer";288
596;"BCL2";29354286;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncDriver";"coding";"oncogene, fusion";"Oncogene";"";"1.0";"0.0";"cancer";289
596;"BCL2";28064239;"WES";"Hematologic and lymphatic";"blood";"follicular_lymphoma";"MuSiC";"coding";"oncogene, fusion";"Oncogene";"";"1.0";"0.0";"cancer";290
472;"ATM";26000489;"WES";"Urologic";"prostate";"prostate_cancer";"MutSig";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";291
387;"RHOA";28988769;"WES";"Urologic";"bladder";"bladder_cancer";"MutSig";"coding";"oncogene, TSG";"";"Oncogene";"1.0";"0.0";"cancer";292
596;"BCL2";28128360;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ExInAtor";"coding";"oncogene, fusion";"Oncogene";"";"1.0";"0.0";"cancer";293
284;"ANGPT1";21499247;"WES";"Skin";"skin";"melanoma";"Paper-specific";"coding";"";"";"";"";"";"cancer";294
387;"RHOA";32494066;"Canonical Cancer Driver";"Multiple";"multiple";"";"";"";"oncogene, TSG";"";"Oncogene";"1.0";"0.0";"cancer";295
286;"ANK1";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"";"";"";"0.0";"0.0";"cancer";296
